ALogP,LipinskiFailures,TopoPSA,Label
3.5488,1.0,40.46,0
-0.0063999999999999,0.0,40.46,0
-1.2914,0.0,88.77,0
-0.205,0.0,37.3,0
0.7186000000000005,0.0,3.24,0
0.2839999999999999,0.0,20.23,0
0.6364000000000001,0.0,26.02,0
0.7386999999999999,0.0,26.02,0
0.2946000000000003,0.0,56.150000000000006,0
1.3202000000000005,0.0,86.28,0
-0.5636000000000001,0.0,20.23,0
1.4044,0.0,43.14,0
-1.2589,1.0,41.28,0
0.4285,0.0,20.23,0
-0.2157999999999996,0.0,52.04,0
-0.1597,0.0,35.25,0
2.3624,0.0,132.86,0
-0.4204,1.0,12.03,0
-0.5512999999999998,0.0,35.25,0
0.9113999999999998,0.0,41.57000000000001,0
1.4656999999999991,0.0,20.23,0
1.2840000000000005,1.0,0.0,0
-0.8338,0.0,74.6,0
0.6420000000000001,1.0,0.0,0
0.0693999999999999,0.0,47.58,0
2.157800000000001,0.0,0.0,0
0.926,0.0,20.23,0
1.4886,1.0,0.0,0
1.0282999999999998,0.0,20.23,0
0.4304000000000001,1.0,9.23,0
-0.5031999999999992,1.0,0.0,0
-2.6832000000000003,0.0,7.76,0
0.3845000000000001,0.0,107.7,0
-1.1781,0.0,148.16,0
1.9247,0.0,18.46,0
2.1811,0.0,9.23,0
-0.0987,1.0,54.57000000000001,0
0.9817999999999986,0.0,9.23,0
0.9231,0.0,50.7,0
-0.6105000000000006,0.0,33.36000000000001,0
2.552,0.0,42.52,0
1.0107000000000017,0.0,21.700000000000003,0
1.5233,0.0,23.79,0
1.2712000000000006,0.0,50.94,0
1.4198999999999995,0.0,58.56,0
3.012799999999999,0.0,110.96,0
1.7811,0.0,60.17,0
-0.3739999999999996,0.0,85.03999999999999,0
0.8531000000000002,0.0,46.53,0
1.1886,0.0,68.65,0
3.0128999999999984,1.0,54.73,0
-0.2397999999999999,0.0,37.3,0
0.0,0.0,12.89,0
1.9931,0.0,37.3,0
2.983,0.0,0.0,0
2.7863,0.0,0.0,0
1.9555,0.0,0.0,0
1.0282999999999998,0.0,20.23,0
1.3021000000000005,0.0,43.14,0
0.0693999999999999,0.0,47.58,0
2.4947000000000004,0.0,0.0,0
1.0241999999999998,0.0,40.46,0
1.3021000000000005,0.0,43.14,0
-0.4603,0.0,20.23,0
0.8418000000000003,0.0,63.370000000000005,0
1.0282999999999998,0.0,20.23,0
1.9622000000000008,0.0,86.28,0
0.2177999999999996,0.0,3.24,0
-0.7499,0.0,26.02,0
0.0,1.0,0.0,0
2.0147000000000004,0.0,128.18,0
-2.4466,2.0,115.35,0
0.4285,0.0,20.23,0
1.483,0.0,26.02,0
1.483,0.0,26.02,0
1.721899999999999,0.0,127.56000000000002,0
-4.9821,2.0,3.24,0
-0.1363000000000003,0.0,62.73,0
0.8418000000000003,0.0,63.370000000000005,0
0.3068999999999999,1.0,0.0,0
2.1811,0.0,9.23,0
2.1717000000000004,0.0,54.57000000000001,0
1.3818999999999977,1.0,17.07,0
-0.6986000000000021,2.0,54.57000000000001,0
2.1811,0.0,9.23,0
-3.064700000000002,0.0,46.5,0
1.4954,0.0,57.650000000000006,0
1.276800000000001,0.0,36.92,0
0.9889,0.0,46.53,0
-0.6290000000000004,0.0,50.8,0
1.1969999999999996,0.0,46.53,0
1.9958999999999991,0.0,45.61,0
0.5216999999999998,0.0,37.38,0
-0.1673000000000004,0.0,56.790000000000006,0
2.7078,0.0,41.99,0
1.2655999999999998,0.0,86.36,0
2.109700000000001,1.0,132.27,0
0.8454999999999998,0.0,127.45000000000002,0
1.7237000000000005,0.0,86.36,0
-3.3054999999999994,0.0,49.74,0
2.1086,1.0,89.66999999999999,0
0.875299999999998,0.0,93.61,0
-2.5466,0.0,102.74,0
1.1947999999999983,1.0,3.24,0
1.607299999999998,0.0,61.21,0
-0.0434999999999997,0.0,88.03,0
-0.4516999999999986,0.0,91.65,0
-0.5749000000000007,1.0,20.31,0
